YEAR,PRIMARY_SAMPLE_UNIT,protected_status,psu_richness,psu_simpson,psu_shannon
1999,009U,0,9,8.999999999999996,9.000000000000002
1999,009U,0,8,7.680851063829788,7.839925870124191
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,5,4.800000000000002,4.898979485566356
1999,009U,0,3,2.6666666666666665,2.82842712474619
1999,009U,0,2,2.0,2.0
1999,009U,0,1,1.0,1.0
1999,009U,0,2,2.0,2.0
1999,009U,0,2,1.7241379310344829,1.8420227750373133
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,009U,0,1,1.0,1.0
1999,010U,0,0,Inf,1.0
1999,010U,0,15,12.565217391304348,14.003966168337609
1999,010U,0,3,3.000000000000001,2.9999999999999996
1999,010U,0,3,2.7777777777777772,2.8717458874925876
1999,010U,0,3,2.5223880597014925,2.745874928063433
1999,010U,0,3,3.000000000000001,2.9999999999999996
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,4,4.0,4.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,010U,0,1,1.0,1.0
1999,011U,0,1,1.0,1.0
1999,011U,0,14,14.000000000000007,13.999999999999996
1999,011U,0,2,2.0,2.0
1999,011U,0,6,2.1213389121338913,3.13608452894827
1999,011U,0,2,1.8615384615384616,1.9260702242522327
1999,011U,0,1,1.0,1.0
1999,011U,0,1,1.0,1.0
1999,011U,0,3,2.9887005649717517,2.9942466478296272
1999,011U,0,1,1.0,1.0
1999,011U,0,1,1.0,1.0
1999,011U,0,2,2.0,2.0
1999,011U,0,1,1.0,1.0
1999,011U,0,1,1.0,1.0
1999,011U,0,1,1.0,1.0
1999,011U,0,1,1.0,1.0
1999,012U,0,32,7.077894736842103,14.696290345404163
1999,014U,0,2,1.7999999999999998,1.8898815748423097
1999,014U,0,12,8.066666666666665,9.735984948432
1999,014U,0,6,4.571428571428571,5.298702257124207
1999,014U,0,5,2.3987010266080033,3.219763315024531
1999,014U,0,1,1.0,1.0
1999,014U,0,1,1.0,1.0
1999,015U,0,1,1.0,1.0
1999,015U,0,19,12.35593220338983,15.69993769692549
1999,015U,0,4,1.7066666666666668,2.2756491157934366
1999,015U,0,3,2.934959349593496,2.9655845275661843
1999,015U,0,2,2.0,2.0
1999,015U,0,1,1.0,1.0
1999,015U,0,1,1.0,1.0
1999,015U,0,1,1.0,1.0
1999,016U,0,7,1.642735042735043,2.5315689773168595
1999,016U,0,19,7.1147227533460775,11.162931514749342
1999,016U,0,8,6.249999999999999,7.192230933248643
1999,016U,0,3,2.7108433734939754,2.8398664781483998
1999,016U,0,1,1.0,1.0
1999,016U,0,2,1.2066989863375939,1.3675777179963986
1999,016U,0,1,1.0,1.0
1999,016U,0,1,1.0,1.0
1999,016U,0,1,1.0,1.0
1999,017U,0,3,2.0,2.381101577952299
1999,017U,0,16,11.11538461538461,13.043821073251838
1999,017U,0,5,3.1249999999999996,3.8932204747617334
1999,017U,0,4,3.000000000000001,3.464101615137754
1999,017U,0,1,1.0,1.0
1999,017U,0,2,1.1327433628318584,1.2633812503027273
1999,017U,0,1,1.0,1.0
1999,017U,0,1,1.0,1.0
1999,018U,0,4,3.5555555555555554,3.7467482975009925
1999,018U,0,21,6.823303457106276,11.23086138669876
1999,018U,0,1,1.0,1.0
1999,018U,0,6,5.000000000000001,5.450691787846755
1999,018U,0,2,1.1701782820097246,1.3180994947338678
1999,018U,0,3,2.4096385542168672,2.582906811643165
1999,018U,0,2,1.8490566037735847,1.9189085505973331
1999,018U,0,1,1.0,1.0
1999,019U,0,3,3.000000000000001,2.9999999999999996
1999,019U,0,9,6.759999999999996,7.829491238160595
1999,019U,0,8,8.0,7.999999999999998
1999,019U,0,4,2.275590551181102,2.8617086557212588
1999,019U,0,3,2.272727272727273,2.586409289858933
1999,019U,0,1,1.0,1.0
1999,019U,0,1,1.0,1.0
1999,019U,0,1,1.0,1.0
1999,019U,0,1,1.0,1.0
1999,019U,0,1,1.0,1.0
1999,019U,0,1,1.0,1.0
1999,023U,0,1,1.0,1.0
1999,023U,0,15,11.255319148936175,12.965671303122198
1999,023U,0,8,4.313432835820896,5.792342229416993
1999,023U,0,2,1.6,1.7547653506033232
1999,023U,0,1,1.0,1.0
1999,023U,0,2,1.2565055762081785,1.4299323848799934
1999,023U,0,1,1.0,1.0
1999,023U,0,1,1.0,1.0
1999,025U,0,2,2.0,2.0
1999,025U,0,15,12.565217391304348,14.003966168337609
1999,025U,0,6,2.299363057324841,3.325297536526049
1999,025U,0,1,1.0,1.0
1999,025U,0,3,2.8139534883720936,2.9069066786738817
1999,025U,0,2,2.0,2.0
1999,025U,0,2,1.9058823529411761,1.9508174262050981
1999,025U,0,2,1.6423357664233578,1.7858869300686604
1999,025U,0,2,1.3005780346820808,1.480936217579442
1999,025U,0,1,1.0,1.0
1999,025U,0,1,1.0,1.0
1999,025U,0,1,1.0,1.0
1999,025U,0,1,1.0,1.0
1999,025U,0,1,1.0,1.0
1999,025U,0,1,1.0,1.0
1999,025U,0,1,1.0,1.0
1999,028U,0,2,2.0,2.0
1999,028U,0,16,12.500000000000007,14.384461866497285
1999,028U,0,4,1.942528735632184,2.5527107992820115
1999,028U,0,8,1.8614270941054807,3.0435562929088555
1999,028U,0,1,1.0,1.0
1999,028U,0,1,1.0,1.0
1999,028U,0,2,1.7999999999999998,1.8898815748423097
1999,028U,0,1,1.0,1.0
1999,028U,0,1,1.0,1.0
1999,028U,0,1,1.0,1.0
1999,028U,0,2,1.9286733238231097,1.9631304396322056
1999,028U,0,1,1.0,1.0
1999,028U,0,1,1.0,1.0
1999,033U,0,4,2.5789473684210527,3.1700328249236738
1999,033U,0,19,10.560439560439555,14.521585298796845
1999,033U,0,8,6.368421052631582,7.186806966507558
1999,033U,0,4,3.1604938271604937,3.5527437002754163
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,033U,0,1,1.0,1.0
1999,034U,0,0,Inf,1.0
1999,034U,0,11,7.07843137254902,8.793145433925302
1999,034U,0,7,6.000000000000002,6.447419590941251
1999,034U,0,4,2.7169811320754715,3.250320557210183
1999,034U,0,3,3.000000000000001,2.9999999999999996
1999,034U,0,1,1.0,1.0
1999,034U,0,1,1.0,1.0
1999,034U,0,2,1.9801980198019797,1.9900083082219462
1999,034U,0,1,1.0,1.0
1999,034U,0,1,1.0,1.0
1999,034U,0,1,1.0,1.0
1999,034U,0,1,1.0,1.0
1999,034U,0,1,1.0,1.0
1999,034U,0,1,1.0,1.0
1999,035U,0,0,Inf,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,13,13.000000000000009,12.999999999999995
1999,035U,0,1,1.0,1.0
1999,035U,0,2,2.0,2.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,8,6.249999999999999,7.192230933248643
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,035U,0,1,1.0,1.0
1999,046U,0,1,1.0,1.0
1999,046U,0,13,7.229508196721313,9.758351005561721
1999,046U,0,8,4.078651685393259,5.239122927375979
1999,046U,0,5,3.592375366568915,4.170590044727807
1999,046U,0,1,1.0,1.0
1999,046U,0,2,1.7241379310344829,1.8420227750373133
1999,046U,0,1,1.0,1.0
1999,046U,0,1,1.0,1.0
1999,046U,0,1,1.0,1.0
1999,046U,0,1,1.0,1.0
1999,054U,0,3,2.6666666666666665,2.82842712474619
1999,054U,0,12,7.111111111111111,9.675910805653087
1999,054U,0,3,1.2148760330578512,1.4630250123049575
1999,054U,0,2,1.9801980198019797,1.9900083082219462
1999,054U,0,3,3.000000000000001,2.9999999999999996
1999,054U,0,1,1.0,1.0
1999,054U,0,1,1.0,1.0
1999,054U,0,3,2.8764940239043826,2.9327466323628943
1999,054U,0,1,1.0,1.0
1999,054U,0,1,1.0,1.0
1999,054U,0,1,1.0,1.0
1999,054U,0,1,1.0,1.0
1999,054U,0,1,1.0,1.0
1999,054U,0,1,1.0,1.0
1999,054U,0,1,1.0,1.0
1999,060U,0,3,2.6666666666666665,2.82842712474619
1999,060U,0,16,8.0,11.859985458309362
1999,060U,0,3,1.471264367816092,1.8256278800579229
1999,060U,0,2,1.7999999999999998,1.8898815748423097
1999,060U,0,3,2.8429385687143762,2.912950803513238
1999,060U,0,1,1.0,1.0
1999,060U,0,1,1.0,1.0
1999,060U,0,1,1.0,1.0
1999,060U,0,1,1.0,1.0
1999,060U,0,1,1.0,1.0
1999,060U,0,1,1.0,1.0
1999,060U,0,1,1.0,1.0
1999,060U,0,1,1.0,1.0
1999,060U,0,1,1.0,1.0
1999,061U,0,2,1.7999999999999998,1.8898815748423097
1999,061U,0,20,17.285714285714278,18.93915906304419
1999,061U,0,6,2.222222222222222,3.2867056965435113
1999,061U,0,1,1.0,1.0
1999,061U,0,3,2.688888888888889,2.818482965826066
1999,061U,0,1,1.0,1.0
1999,061U,0,1,1.0,1.0
1999,061U,0,1,1.0,1.0
1999,061U,0,1,1.0,1.0
1999,061U,0,1,1.0,1.0
1999,061U,0,1,1.0,1.0
1999,061U,0,1,1.0,1.0
1999,062U,0,4,2.9411764705882346,3.389245277339832
1999,062U,0,15,6.1557788944723635,9.246159423849381
1999,062U,0,5,4.5,4.762203155904597
1999,062U,0,2,1.1803278688524592,1.3322056912494478
1999,062U,0,1,1.0,1.0
1999,062U,0,1,1.0,1.0
1999,062U,0,1,1.0,1.0
1999,062U,0,2,1.8348623853211008,1.9106560008522477
1999,062U,0,1,1.0,1.0
1999,062U,0,1,1.0,1.0
1999,062U,0,1,1.0,1.0
1999,062U,0,1,1.0,1.0
1999,062U,0,1,1.0,1.0
1999,062U,0,1,1.0,1.0
1999,062U,0,1,1.0,1.0
1999,062U,0,1,1.0,1.0
1999,080U,0,4,2.5789473684210527,3.1700328249236738
1999,080U,0,21,1.846851343482239,3.6922165824845363
1999,080U,0,5,3.5555555555555554,4.021841046332278
1999,080U,0,5,2.488082901554404,3.3088700486387133
1999,080U,0,2,1.6,1.7547653506033232
1999,080U,0,2,1.2522639068564034,1.4248280493898708
1999,080U,0,2,1.991150442477876,1.9955571994469739
1999,080U,0,1,1.0,1.0
1999,080U,0,1,1.0,1.0
1999,080U,0,1,1.0,1.0
1999,080U,0,1,1.0,1.0
1999,081U,0,3,2.5714285714285716,2.7494592739972052
1999,081U,0,20,7.347826086956521,10.94734644248738
1999,081U,0,10,7.0000000000000036,8.533095579431329
1999,081U,0,1,1.0,1.0
1999,081U,0,6,5.3650793650793664,5.668328067944657
1999,081U,0,1,1.0,1.0
1999,081U,0,2,1.28,1.4575692649810903
1999,081U,0,2,1.3144016227180524,1.496219147608521
1999,081U,0,1,1.0,1.0
1999,081U,0,1,1.0,1.0
1999,081U,0,1,1.0,1.0
1999,081U,0,1,1.0,1.0
1999,081U,0,1,1.0,1.0
1999,083U,0,2,2.0,2.0
1999,083U,0,13,8.320754716981133,10.458695204676292
1999,083U,0,5,4.999999999999998,5.000000000000001
1999,083U,0,4,3.7692307692307696,3.88843715853986
1999,083U,0,3,2.0,2.381101577952299
1999,083U,0,2,1.5570934256055362,1.721632177609972
1999,083U,0,1,1.0,1.0
1999,083U,0,2,1.7999999999999998,1.8898815748423097
1999,083U,0,1,1.0,1.0
1999,083U,0,1,1.0,1.0
1999,083U,0,1,1.0,1.0
1999,083U,0,1,1.0,1.0
1999,083U,0,1,1.0,1.0
1999,085U,0,2,1.7999999999999998,1.8898815748423097
1999,085U,0,14,9.290322580645165,11.367684726671797
1999,085U,0,4,3.5999999999999996,3.77976314968462
1999,085U,0,1,1.0,1.0
1999,085U,0,3,3.000000000000001,2.9999999999999996
1999,085U,0,1,1.0,1.0
1999,085U,0,2,1.6487804878048784,1.7904952255102922
1999,085U,0,2,1.8615384615384616,1.9260702242522327
1999,085U,0,1,1.0,1.0
1999,085U,0,2,1.7999999999999998,1.8898815748423097
1999,086U,0,6,3.4489795918367343,4.412571101647837
1999,086U,0,17,4.289217332885456,6.855836404521585
1999,086U,0,7,5.5555555555555545,6.261200690295415
1999,086U,0,5,2.7931034482758617,3.680661177206624
1999,086U,0,4,3.571428571428571,3.7892914162759954
1999,086U,0,1,1.0,1.0
1999,086U,0,1,1.0,1.0
1999,086U,0,1,1.0,1.0
1999,086U,0,1,1.0,1.0
1999,087U,0,4,3.571428571428571,3.7892914162759954
1999,087U,0,17,2.5168040583386175,5.169896674286497
1999,087U,0,2,1.4705882352941173,1.6493848884661177
1999,087U,0,2,1.3846153846153844,1.5691925832141966
1999,087U,0,3,2.7931034482758617,2.8888455168024434
1999,087U,0,1,1.0,1.0
1999,087U,0,1,1.0,1.0
1999,087U,0,1,1.0,1.0
1999,087U,0,1,1.0,1.0
1999,087U,0,1,1.0,1.0
1999,087U,0,1,1.0,1.0
1999,087U,0,1,1.0,1.0
1999,087U,0,1,1.0,1.0
1999,087U,0,1,1.0,1.0
1999,096U,0,0,Inf,1.0
1999,096U,0,3,1.8148148148148147,2.2173474522732106
1999,096U,0,9,8.999999999999996,9.000000000000002
1999,096U,0,3,3.000000000000001,2.9999999999999996
1999,096U,0,1,1.0,1.0
1999,096U,0,1,1.0,1.0
1999,096U,0,1,1.0,1.0
1999,096U,0,1,1.0,1.0
1999,096U,0,1,1.0,1.0
1999,096U,0,1,1.0,1.0
1999,096U,0,1,1.0,1.0
1999,096U,0,1,1.0,1.0
1999,103U,0,3,3.000000000000001,2.9999999999999996
1999,103U,0,20,3.956580732700137,7.566934436428568
1999,103U,0,9,3.6482758620689664,5.485346299932835
1999,103U,0,2,1.7241379310344829,1.8420227750373133
1999,103U,0,4,3.571428571428571,3.7892914162759954
1999,103U,0,2,1.8823529411764706,1.9378192408783848
1999,103U,0,1,1.0,1.0
1999,103U,0,1,1.0,1.0
1999,103U,0,1,1.0,1.0
1999,104U,0,4,4.0,4.0
1999,104U,0,11,3.771349862258952,5.8291589854867505
1999,104U,0,7,5.260869565217391,6.041499279653287
1999,104U,0,1,1.0,1.0
1999,104U,0,2,2.0,2.0
1999,104U,0,1,1.0,1.0
1999,104U,0,1,1.0,1.0
1999,104U,0,1,1.0,1.0
1999,104U,0,1,1.0,1.0
1999,104U,0,1,1.0,1.0
1999,104U,0,1,1.0,1.0
1999,104U,0,1,1.0,1.0
1999,104U,0,1,1.0,1.0
1999,104U,0,1,1.0,1.0
1999,207U,0,0,Inf,1.0
1999,207U,0,7,7.0000000000000036,6.999999999999999
1999,207U,0,9,8.999999999999996,9.000000000000002
1999,207U,0,1,1.0,1.0
1999,207U,0,3,2.8139534883720936,2.9069066786738817
1999,207U,0,5,4.999999999999998,5.000000000000001
1999,207U,0,1,1.0,1.0
1999,207U,0,3,2.079136690647482,2.444617175536292
1999,207U,0,1,1.0,1.0
1999,207U,0,2,1.349297241020302,1.5334150661449624
1999,207U,0,1,1.0,1.0
1999,207U,0,1,1.0,1.0
1999,207U,0,1,1.0,1.0
1999,207U,0,1,1.0,1.0
1999,207U,0,1,1.0,1.0
1999,211U,0,0,Inf,1.0
1999,211U,0,17,13.363636363636369,15.342599068507967
1999,211U,0,1,1.0,1.0
1999,211U,0,6,3.065868263473054,4.24446933894971
1999,211U,0,2,2.0,2.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,211U,0,1,1.0,1.0
1999,212U,0,0,Inf,1.0
1999,212U,0,9,8.999999999999996,9.000000000000002
1999,212U,0,2,2.0,2.0
1999,212U,0,1,1.0,1.0
1999,212U,0,2,2.0,2.0
1999,212U,0,1,1.0,1.0
1999,212U,0,1,1.0,1.0
1999,212U,0,3,2.8139534883720936,2.9069066786738817
1999,212U,0,1,1.0,1.0
1999,212U,0,1,1.0,1.0
1999,212U,0,1,1.0,1.0
1999,212U,0,1,1.0,1.0
1999,212U,0,1,1.0,1.0
1999,212U,0,1,1.0,1.0
1999,212U,0,1,1.0,1.0
1999,213U,0,0,Inf,1.0
1999,213U,0,7,7.0000000000000036,6.999999999999999
1999,213U,0,1,1.0,1.0
1999,213U,0,2,2.0,2.0
1999,213U,0,6,4.571428571428571,5.298702257124207
1999,213U,0,1,1.0,1.0
1999,213U,0,2,1.9692307692307693,1.9843952490181156
1999,213U,0,1,1.0,1.0
1999,213U,0,2,1.3846153846153844,1.5691925832141966
1999,213U,0,1,1.0,1.0
1999,213U,0,1,1.0,1.0
1999,213U,0,1,1.0,1.0
1999,213U,0,2,1.9801980198019797,1.9900083082219462
1999,213U,0,1,1.0,1.0
1999,214U,0,0,Inf,1.0
1999,214U,0,5,1.576419213973799,2.2400643875039057
1999,214U,0,3,2.6666666666666665,2.82842712474619
1999,214U,0,1,1.0,1.0
1999,214U,0,2,2.0,2.0
1999,214U,0,1,1.0,1.0
1999,214U,0,2,1.4705882352941173,1.6493848884661177
1999,214U,0,1,1.0,1.0
1999,214U,0,1,1.0,1.0
1999,214U,0,1,1.0,1.0
1999,214U,0,1,1.0,1.0
1999,219U,0,0,Inf,1.0
1999,219U,0,13,8.672131147540984,10.630218357334847
1999,219U,0,4,2.5789473684210527,3.1700328249236738
1999,219U,0,1,1.0,1.0
1999,219U,0,1,1.0,1.0
1999,219U,0,1,1.0,1.0
1999,219U,0,1,1.0,1.0
1999,219U,0,1,1.0,1.0
1999,219U,0,1,1.0,1.0
1999,219U,0,1,1.0,1.0
1999,219U,0,1,1.0,1.0
1999,219U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,21,13.92753623188405,17.382231210387815
1999,225U,0,11,10.999999999999996,11.000000000000002
1999,225U,0,3,2.6666666666666665,2.82842712474619
1999,225U,0,1,1.0,1.0
1999,225U,0,2,2.0,2.0
1999,225U,0,3,2.8288770053475933,2.9038845723355884
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,225U,0,1,1.0,1.0
1999,226U,0,0,Inf,1.0
1999,226U,0,14,6.145454545454544,9.4309127766820815
1999,226U,0,2,2.0,2.0
1999,226U,0,1,1.0,1.0
1999,226U,0,2,1.6,1.7547653506033232
1999,226U,0,2,2.0,2.0
1999,226U,0,1,1.0,1.0
1999,226U,0,1,1.0,1.0
1999,226U,0,1,1.0,1.0
1999,226U,0,1,1.0,1.0
1999,226U,0,1,1.0,1.0
1999,226U,0,1,1.0,1.0
1999,226U,0,1,1.0,1.0
1999,227U,0,0,Inf,1.0
1999,227U,0,11,6.720930232558137,8.723115841240647
1999,227U,0,4,4.0,4.0
1999,227U,0,1,1.0,1.0
1999,227U,0,1,1.0,1.0
1999,227U,0,1,1.0,1.0
1999,227U,0,1,1.0,1.0
1999,227U,0,1,1.0,1.0
1999,227U,0,2,1.8823529411764706,1.9378192408783848
1999,227U,0,1,1.0,1.0
1999,227U,0,1,1.0,1.0
1999,227U,0,1,1.0,1.0
1999,227U,0,1,1.0,1.0
1999,227U,0,1,1.0,1.0
1999,227U,0,1,1.0,1.0
1999,228U,0,0,Inf,1.0
1999,228U,0,20,13.066666666666661,16.599755460428774
1999,228U,0,4,1.9230769230769234,2.5611285178871386
1999,228U,0,3,2.272727272727273,2.586409289858933
1999,228U,0,2,1.8823529411764706,1.9378192408783848
1999,228U,0,2,1.6,1.7547653506033232
1999,228U,0,2,1.7999999999999998,1.8898815748423097
1999,228U,0,1,1.0,1.0
1999,228U,0,1,1.0,1.0
1999,228U,0,1,1.0,1.0
1999,228U,0,1,1.0,1.0
1999,228U,0,1,1.0,1.0
1999,229U,0,0,Inf,1.0
1999,229U,0,11,8.257142857142851,9.502881549223307
1999,229U,0,3,3.000000000000001,2.9999999999999996
1999,229U,0,2,2.0,2.0
1999,229U,0,2,2.0,2.0
1999,229U,0,1,1.0,1.0
1999,229U,0,1,1.0,1.0
1999,229U,0,1,1.0,1.0
1999,229U,0,1,1.0,1.0
1999,229U,0,1,1.0,1.0
1999,229U,0,1,1.0,1.0
1999,229U,0,1,1.0,1.0
1999,229U,0,1,1.0,1.0
1999,229U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,10,6.095238095238095,7.874656545406173
1999,234U,0,2,2.0,2.0
1999,234U,0,4,3.891891891891892,3.944571960163824
1999,234U,0,3,3.000000000000001,2.9999999999999996
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,2,1.5720653789004455,1.7333839243177196
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,234U,0,1,1.0,1.0
1999,236U,0,0,Inf,1.0
1999,236U,0,11,5.813186813186814,7.768566301782485
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,236U,0,2,2.0,2.0
1999,236U,0,1,1.0,1.0
1999,236U,0,2,2.0,2.0
1999,236U,0,3,2.8139534883720936,2.9069066786738817
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,236U,0,2,1.28,1.4575692649810903
1999,236U,0,2,1.9459459459459456,1.9722859800819112
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,236U,0,1,1.0,1.0
1999,238U,0,0,Inf,1.0
1999,238U,0,8,8.0,7.999999999999998
1999,238U,0,4,4.0,4.0
1999,238U,0,2,2.0,2.0
1999,238U,0,3,3.000000000000001,2.9999999999999996
1999,238U,0,1,1.0,1.0
1999,238U,0,1,1.0,1.0
1999,238U,0,1,1.0,1.0
1999,238U,0,1,1.0,1.0
1999,238U,0,2,2.0,2.0
1999,238U,0,1,1.0,1.0
1999,238U,0,2,1.28,1.4575692649810903
1999,238U,0,1,1.0,1.0
1999,238U,0,1,1.0,1.0
1999,238U,0,1,1.0,1.0
1999,238U,0,1,1.0,1.0
1999,238U,0,1,1.0,1.0
1999,238U,0,1,1.0,1.0
