YEAR,STRAT,PROT,strata_richness,strata_simpson,strata_shannon
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,1,1,1.0,1.0
1999,CONT_HR,2,0,Inf,1.0
1999,CONT_HR,2,14,14.000000000000007,13.999999999999996
1999,CONT_HR,2,5,4.999999999999998,5.000000000000001
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,3,2.88235294117647,2.941713421083178
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,2,2.0,2.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,2,1.6423357664233578,1.7858869300686604
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,2,2.0,2.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_HR,2,1,1.0,1.0
1999,CONT_LR,0,0,Inf,1.0
1999,CONT_LR,0,22,22.00000000000002,22.000000000000004
1999,CONT_LR,0,4,4.0,4.0
1999,CONT_LR,0,2,2.0,2.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,6,6.000000000000002,6.0
1999,CONT_LR,0,5,4.999999999999998,5.000000000000001
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,2,2.0,2.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,3,2.9999999999999996,2.9999999999999996
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,2,2.0,2.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,0,1,1.0,1.0
1999,CONT_LR,1,0,Inf,1.0
1999,CONT_LR,1,23,23.000000000000014,23.0
1999,CONT_LR,1,5,4.999999999999998,5.000000000000001
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,3,3.000000000000001,2.9999999999999996
1999,CONT_LR,1,5,4.999999999999998,5.000000000000001
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,2,2.0,2.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,2,2.0,2.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,2,2.0,2.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,2,2.0,2.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,1,1,1.0,1.0
1999,CONT_LR,2,0,Inf,1.0
1999,CONT_LR,2,16,16.0,15.999999999999998
1999,CONT_LR,2,5,4.999999999999998,5.000000000000001
1999,CONT_LR,2,2,2.0,2.0
1999,CONT_LR,2,2,2.0,2.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,2,2.0,2.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,3,3.000000000000001,2.9999999999999996
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,2,2.0,2.0
1999,CONT_LR,2,3,2.9999999999999996,2.9999999999999996
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,3,3.000000000000001,2.9999999999999996
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_LR,2,1,1.0,1.0
1999,CONT_MR,2,0,Inf,1.0
1999,CONT_MR,2,13,13.000000000000009,12.999999999999995
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,2,2.0,2.0
1999,CONT_MR,2,2,2.0,2.0
1999,CONT_MR,2,6,6.000000000000002,6.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,2,1.9692307692307693,1.9843952490181156
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,CONT_MR,2,1,1.0,1.0
1999,ISOL_HR,1,0,Inf,1.0
1999,ISOL_HR,1,11,10.999999999999996,11.000000000000002
1999,ISOL_HR,1,2,2.0,2.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,7,7.0000000000000036,6.999999999999999
1999,ISOL_HR,1,4,4.0,4.0
1999,ISOL_HR,1,3,2.9999999999999996,2.9999999999999996
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,3,2.9999999999999996,2.9999999999999996
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,1,1,1.0,1.0
1999,ISOL_HR,2,0,Inf,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,12,11.999999999999995,12.0
1999,ISOL_HR,2,6,6.000000000000002,6.0
1999,ISOL_HR,2,2,2.0,2.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,2,2.0,2.0
1999,ISOL_HR,2,3,2.6666666666666665,2.82842712474619
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,2,2.0,2.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
1999,ISOL_HR,2,1,1.0,1.0
