YEAR,STRAT,protected_status,strata_richness,strata_simpson,strata_shannon
1999,FSLR,0,5,4.999999999999998,5.000000000000001
1999,FSLR,0,3,3.000000000000001,2.9999999999999996
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,13,13.000000000000009,13.000000000000005
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,2,2.0,2.0
1999,FSLR,0,2,2.0,2.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,2,2.0,2.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,FSLR,0,1,1.0,1.0
1999,HRRF,0,0,Inf,1.0
1999,HRRF,0,8,8.0,7.999999999999998
1999,HRRF,0,7,7.0000000000000036,6.999999999999999
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,2,2.0,2.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,HRRF,0,1,1.0,1.0
1999,INPR,0,0,Inf,1.0
1999,INPR,0,16,16.0,15.999999999999998
1999,INPR,0,8,8.0,7.999999999999998
1999,INPR,0,3,2.9999999999999996,2.9999999999999996
1999,INPR,0,2,2.0,2.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,2,2.0,2.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,INPR,0,1,1.0,1.0
1999,MCPR,0,0,Inf,1.0
1999,MCPR,0,2,2.0,2.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,13,13.000000000000009,13.000000000000005
1999,MCPR,0,8,8.0,7.999999999999998
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,2,2.0,2.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,4,4.0,4.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,2,2.0,2.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,2,2.0,2.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,2,2.0,2.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,MCPR,0,1,1.0,1.0
1999,OFPR,0,0,Inf,1.0
1999,OFPR,0,3,3.000000000000001,2.9999999999999996
1999,OFPR,0,9,8.999999999999996,8.999999999999998
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,4,4.0,4.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,2,2.0,2.0
1999,OFPR,0,2,2.0,2.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,5,4.999999999999998,5.000000000000001
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,OFPR,0,1,1.0,1.0
1999,FMLR,1,0,Inf,1.0
1999,FMLR,1,2,2.0,2.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,2,2.0,2.0
1999,FMLR,1,5,4.999999999999998,5.000000000000001
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,3,3.000000000000001,2.9999999999999996
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,5,4.999999999999998,5.000000000000001
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,2,2.0,2.0
1999,FMLR,1,3,3.000000000000001,2.9999999999999996
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FMLR,1,1,1.0,1.0
1999,FSLR,1,0,Inf,1.0
1999,FSLR,1,19,19.00000000000002,19.000000000000004
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,2,2.0,2.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,7,7.0000000000000036,6.999999999999999
1999,FSLR,1,2,2.0,2.0
1999,FSLR,1,2,2.0,2.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,2,2.0,2.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,2,1.7999999999999998,1.8898815748423097
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,FSLR,1,1,1.0,1.0
1999,HRRF,1,0,Inf,1.0
1999,HRRF,1,4,4.0,4.0
1999,HRRF,1,2,2.0,2.0
1999,HRRF,1,11,10.999999999999996,11.000000000000002
1999,HRRF,1,8,8.0,7.999999999999998
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,4,4.0,4.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,2,2.0,2.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
1999,HRRF,1,1,1.0,1.0
