YEAR,PRIMARY_SAMPLE_UNIT,psu_richness,psu_simpson,psu_shannon
1999,420U,19,6.779942439672349,9.768269468214724
1999,422U,47,1.3650287043073082,2.3064131972821964
1999,424U,36,16.066117593228093,22.357507194222784
1999,427U,33,5.27821952291525,10.987483899445328
1999,428U,40,4.285529581358022,10.79801892155807
1999,429U,33,13.386138613861393,19.599999564306945
1999,430U,44,11.008336989907855,17.45787345795728
1999,431U,29,8.238878931073813,13.168934028684124
1999,432U,32,9.244166200646452,14.005222204097118
1999,433U,28,3.194869202578036,6.9814091349128935
1999,447U,37,14.013902681231384,21.539533473152854
1999,448U,36,3.9909774308932096,7.7370759373284965
1999,449U,23,12.764705882352942,15.751231167194229
1999,451U,39,5.100431808257727,11.54697642371599
1999,461U,31,15.37720083557147,19.69618435395161
1999,434U,46,6.03889498354443,12.290649049146984
1999,435U,40,8.121675493501218,16.622702988046086
1999,437U,39,17.86160943106101,24.19023513518269
1999,438U,47,17.67915106117354,27.96998874076414
1999,300U,55,2.5694333578159685,4.490463453830928
1999,315U,46,4.902299678251749,7.365751275573489
1999,316U,44,5.175642594534891,8.358314083687317
1999,317U,37,2.996218817250934,6.472523490220179
1999,318U,51,12.117397069323095,20.07614501090748
1999,319U,37,3.37170968609835,6.600352521211418
1999,331U,32,3.8197392722943753,6.2117049556788535
1999,333U,49,3.8406398400399904,9.708589421155393
1999,392U,38,8.202849923366884,13.432623217057499
1999,406U,38,4.959514469008168,9.193486721711245
1999,410U,58,6.982067790633704,12.418621358023223
1999,352U,42,2.2257626358074227,3.718243482493982
1999,354U,38,13.91260349586016,19.56178537437742
1999,360U,26,9.852147472443933,14.100477501022507
1999,362U,26,7.764448761534726,11.980572217771197
1999,367U,25,5.367933567550303,9.039457110731338
1999,320U,36,7.048550016291955,12.156499506672487
1999,513U,30,12.381404174573053,16.14892441738298
1999,514U,50,9.337841134850649,16.775386462827484
1999,515U,55,5.584525346111004,11.670742080208278
1999,375U,33,11.34446626677184,16.005865272250443
1999,395U,29,7.369973828217938,11.713352926473338
1999,402U,20,6.367424242424241,10.343365028620699
1999,411U,41,3.098291133632556,5.31890296731508
1999,440U,36,10.76270412241635,17.36934647795099
1999,443U,33,11.44323232323233,17.125931085314974
1999,452U,45,18.522686025408362,25.636575933735198
1999,301U,39,8.114727111561354,15.140038472784964
1999,356U,45,1.804550741682045,3.965570300610202
1999,358U,38,7.441135596941973,13.104018611750776
1999,369U,44,7.544163854300009,13.871470220984733
1999,303U,39,10.076134908211184,16.58439757726879
1999,304U,25,2.5099232996090373,4.1593797458908135
1999,305U,49,4.8381027809740145,9.715962946523735
1999,309U,49,3.848731210075162,9.541928427352364
1999,323U,37,3.921693520448786,7.262604728975301
1999,337U,51,8.269740167829337,16.721295916429817
1999,338U,41,9.24411593075277,16.044673467626808
1999,340U,46,5.830277960577856,12.607380361360342
1999,349U,39,9.861057790853598,18.23106010900754
1999,381U,32,4.934680430485394,8.245073226639766
1999,518U,56,6.58504257167804,16.802212767521777
1999,523U,54,8.446684973427875,16.361652017694478
1999,400U,36,7.892979997451907,13.330155254200083
1999,412U,28,10.404995539696694,15.071842357647935
1999,417U,39,4.956339929247571,7.576788456205463
1999,419U,39,11.220725462569526,17.58481710929738
1999,426U,40,5.671769623780773,11.126431505852839
1999,436U,38,11.740681055142774,20.88628590599048
1999,445U,38,1.7374101426480906,3.4122510846819503
1999,446U,21,7.198385236447518,10.597810829493172
1999,372U,48,10.738971906430375,19.88955008633962
1999,373U,45,6.967831023372371,13.524068592670291
1999,384U,36,11.349867724867725,17.35565041974411
1999,396U,47,4.18668703281636,9.243845395893029
1999,397U,41,13.124432334241597,20.581370369971985
1999,398U,40,9.179288739269271,14.560125186716556
1999,408U,61,11.264694778146623,21.032562344749685
1999,416U,50,2.4216858493840983,5.283023650470796
1999,425U,61,9.950150353516111,18.934754118141466
1999,441U,44,5.012132130762476,12.301550042396777
1999,442U,41,8.137512168698297,16.466599891454518
1999,450U,48,2.88086712474596,7.006514098392073
1999,386U,44,11.243272720151673,18.769823719728148
1999,404U,35,6.791108809823213,12.69974528846098
1999,405U,37,10.750656167979002,16.776793238115477
1999,407U,25,4.943193409180072,9.014203154153018
1999,413U,33,9.63989500848554,15.606973603656115
1999,414U,34,13.897338966718545,19.450343738022628
1999,415U,44,10.81275177107932,17.700653222104393
1999,439U,44,5.219008204120895,11.371650332681329
1999,444U,42,1.3906227430811522,2.4625876172307186
1999,454U,37,12.378883540663875,18.358608074220445
1999,455U,43,17.31951627107603,23.584554739676076
1999,456U,36,3.5270208922036415,8.816560389373839
1999,457U,47,16.575819060535352,24.647033126114096
1999,458U,50,17.82197396740802,25.994301232212884
1999,459U,45,5.255204361212326,12.688871377916039
2000,313U,37,13.181678044483599,19.757742605838704
2000,321U,60,10.720540136435845,17.60963579995702
2000,323U,33,9.178800356581908,13.012295198022702
2000,332U,45,9.568501851401393,16.41805702919031
2000,338U,37,1.477201133244486,2.3744245027693083
2000,339U,46,2.7373787103011207,5.306321408094193
2000,340U,39,2.217037785360747,3.9503938094625912
2000,341U,48,9.819723173596767,17.832714204455442
2000,342U,50,11.823322496402492,20.028550418070797
2000,343U,50,7.561107677092346,15.439948386019337
2000,344U,44,1.4333748297312243,2.492903719957676
2000,376U,49,6.283971331132711,13.619833268597759
2000,384U,35,7.317536075170587,10.79016532466749
2000,387U,47,11.894664685891476,18.693725569082037
2000,388U,35,2.5273882285585505,5.3692495268313305
2000,389U,44,1.5661341653551548,2.6635785410965584
2000,529U,27,3.9015134898003963,6.610899432588129
2000,368U,49,3.8621334702379913,9.724251870718948
2000,371U,41,2.5041359129346166,6.506896533672165
2000,373H,25,4.31506160422429,9.288155649551507
2000,391U,44,8.643797367519083,16.350325904879533
2000,455U,40,1.52875516284363,2.8190187749248548
2000,457U,40,15.406751681730015,19.908877336997737
2000,523U,35,6.307528117560132,11.0276792454047
2000,304U,42,12.255164034021874,17.858608588778676
2000,346U,38,12.290969899665544,16.571306632711828
2000,348U,37,7.918328876419271,13.719911656680468
2000,349U,52,4.958643793681048,9.02616792736708
2000,354U,43,10.168902323823916,18.173169892133807
2000,356U,41,8.89075630252101,15.697545661203673
2000,360U,36,9.097652481509268,14.153370530192094
2000,514U,39,7.692980070704326,13.470206275767188
2000,515U,35,6.223727620398773,11.753205978966266
2000,517U,44,4.294634801804396,10.083091706903991
2000,300U,50,8.981491369969266,15.599084262276874
2000,303U,25,8.966283808818078,13.271780630660894
2000,309U,46,8.344538157519453,14.814568724805222
2000,312U,31,8.720720720720722,14.473599349583994
2000,316U,29,8.09360639851529,12.690644485271148
2000,318U,28,8.942442378708776,13.131192973268615
2000,320U,42,8.262254958025485,14.74063562094927
2000,327U,49,7.565588754940281,14.424798060685578
2000,328U,53,8.923604580406039,16.93523382303396
2000,329U,51,13.839350913078922,21.432566014628048
2000,333U,39,7.361895953757227,13.95144256579509
2000,366U,40,6.36353253950423,10.762202678806496
2000,379U,35,4.649640575079873,7.838176268938662
2000,380U,42,9.766302480588191,18.364596209749244
2000,383U,39,3.590432699505913,7.597663051172641
2000,518U,16,8.194539249146757,10.377117473188681
2000,521U,27,6.554452373565001,10.403720558916158
2000,362U,35,9.108793678513127,15.71533247214985
2000,363U,38,8.944419472504896,15.29101409726402
2000,369U,40,3.807444531453928,7.951393205145206
2000,381U,34,12.907563025210077,18.55883908792646
2000,382U,36,12.357254755688169,17.76161172816506
2000,390U,42,8.159236302164583,15.01525887746264
2000,393U,38,8.713418619852463,13.582777951559253
2000,394U,43,12.222053397004565,18.59212996946181
2000,395U,47,11.775539311820294,20.278350039235022
2000,397U,33,4.341947392708813,8.392833309607946
2000,405U,38,15.546918767506996,21.340053453582012
2000,409U,40,10.224234740083322,16.32350718013553
2000,416U,8,4.213296398891966,5.155315141730041
2000,417U,25,8.083599419448477,11.436787873669434
2000,418U,32,11.377777777777778,16.158726938542788
2000,421U,34,3.0802561586531008,7.769770958789701
2000,423U,18,7.7956989247311865,10.591987268965493
2000,431U,26,7.70249082068076,11.22392436779755
2000,433U,28,5.421727781230577,9.123450210573123
2000,440U,21,6.715782854747434,9.637034905581093
2000,444U,35,14.066360387953036,20.178944790025128
2000,448U,26,6.830053329557787,9.588111275566508
2000,449U,37,15.460252692584488,21.146063831046973
2000,451U,29,6.742014742014741,12.708403747900846
2000,465U,44,3.2157767927755603,7.539750168830259
2000,468U,31,8.995646413022905,12.159136682813315
2000,471U,27,7.694944416813413,10.40493204634708
2000,491U,27,13.475976397864567,17.35320611381997
2000,494U,18,6.4496644295302,9.588421392935384
2000,495U,42,22.70331882726137,29.468119235664194
2000,496U,34,5.861570035915855,10.523105373581588
2000,526U,28,9.1623232839380009,14.025704614876316
2000,527U,24,5.836805555555555,11.15515319218146
2000,528U,23,6.3928357493710335,10.396187610423095
2000,404U,54,3.4675343511995838,9.182401862850377
2000,408U,50,5.336878748633731,10.708783764592637
2000,414U,39,11.578750167268828,17.93922138149269
2000,446U,45,15.344094189137879,22.27964211200515
2000,450U,43,15.220349334310486,22.998844148928338
2000,454U,46,9.484291641967994,17.297838154237475
2000,456U,45,10.776294581147974,18.59786849618104
2000,486U,30,16.472700442695512,20.622762753184826
2000,525U,28,9.367756684226222,14.023335847090834
2000,302U,48,4.130040900067945,6.8250120032238355
2000,310U,42,11.66137279968531,16.264867938760627
2000,322U,46,9.011143387780374,15.43541902968082
2000,325U,48,2.2760393990161,4.863753181549438
2000,331U,55,1.5770843866387756,2.784639920714742
2000,374U,46,6.567525597336603,14.43223448121672
2000,411U,52,1.668233278027185,3.638771160075396
2000,412U,36,2.897541095206542,6.95139452645251
2000,413U,43,5.340070597128708,10.545769049350403
2000,308U,38,9.260717069368667,14.51265121961357
2000,347U,54,7.4112663517180994,13.19229861296216
2000,352U,36,5.609352857817665,10.61888635678293
2000,353U,35,7.6256040246243435,12.097733023470123
2000,355U,39,6.639171544349393,13.718991549365134
2000,357U,30,9.528126025598949,13.20182954223857
2000,358U,28,8.12242952471742,11.612684918946476
2000,361U,37,10.228104736107689,16.135420947254225
2000,513U,53,8.329836708306399,13.7200456098971
2000,516U,28,5.4369756444806034,9.557186574668306
2000,301U,45,9.989871062076295,16.70889680828114
2000,305U,30,11.986648865153533,17.762659419269347
2000,306U,29,6.286650569161781,12.475057195227718
2000,311U,39,5.992491728175107,12.219417340702199
2000,315U,37,6.7261331139577685,11.941327042022202
2000,317U,34,6.966459234257987,12.198103015241871
2000,330U,40,11.973004694835682,17.69767564906104
2000,335U,51,7.28034747805127,14.577706646344687
2000,336U,40,11.786344200962048,18.331844002092687
2000,345U,38,6.501075440133835,15.912393755517378
2000,522U,35,7.329243353783234,13.722242141471614
2000,364U,36,13.803439803439796,19.354384156335904
2000,378U,31,10.754512532982469,15.593136904286093
2000,396U,33,11.6278220391652,17.57733325541723
2000,398U,27,10.208812260536401,14.989771707282305
2000,400U,34,12.535602503912356,18.82083619120871
2000,401U,35,14.066406757634823,19.084928836618083
2000,406U,30,13.534038211834545,17.476021019608975
2000,427U,29,4.416108713981054,8.27883762764445
2000,428U,23,6.008916225623421,8.928486864736119
2000,441U,42,3.7326618491911523,7.783065455982451
2000,442U,28,11.648484848484843,16.207786627963234
2000,443U,30,7.336994107720822,11.742622497454743
2000,445U,31,12.642887000139325,18.263125535279038
2000,447U,24,8.16303104748189,11.744860040289092
2000,452U,16,7.060052219321147,9.61908015705849
2000,458U,36,11.950857623908247,16.84352617492266
2000,460U,26,1.114140432093426,1.4130693814017674
2000,461U,25,3.3740818824809566,6.536322647004251
2000,475U,33,8.553770228394352,14.517657382441529
2000,476U,40,4.083519082046014,9.661521298790296
2000,477U,27,7.119576719576721,13.290438509571391
2000,483U,37,4.451510333863275,8.019265863583284
2000,488U,25,1.8592617800879034,3.2426392372396284
2000,489U,27,11.670124481327797,15.587715728308588
2000,493U,42,15.498355623766711,21.959611614572115
2000,350U,36,7.080128205128205,12.193254564557845
2000,351U,45,8.493356879091246,11.390407153245462
2000,307U,30,4.748192258613356,9.944432254427452
2000,314U,47,4.338287064382753,10.692296675793127
2000,319U,44,7.1071996477236565,13.921209584981291
2000,324U,42,2.4798474768991814,5.392728478774868
2000,334U,43,6.101305940794354,13.253145433953492
2000,337U,43,11.578219667546994,19.95627012178107
2000,372U,43,8.3448275862069,14.937863369477025
2000,385U,38,1.5144067210333936,2.509590297970314
2000,386U,35,9.085480268056592,15.510446314841115
2000,519U,17,6.388434495623477,8.327953858635786
2000,520U,34,1.9688810645679073,3.977338683982091
2000,367U,62,10.866688533749802,21.8779697409283
2000,370U,39,2.6971031114728627,6.717744283352198
2000,375U,51,6.356161602490358,14.043231553849195
2000,407U,37,1.1787644691839778,1.4979452107932834
2000,410U,50,1.947188127679925,4.260388207993079
2000,415U,39,4.404702985092468,10.559600425395157
2000,419U,42,10.755954046545172,17.028403547739163
2000,424U,35,12.334564135495262,17.480510062873844
2000,425U,28,7.1648084330022295,11.977354672909314
2000,426U,27,2.529773673130256,4.679361343709252
2000,430U,25,4.838780338210812,8.677903310953573
2000,432U,41,7.316517066142255,13.360223212317576
2000,434U,26,10.007351589781292,13.764197387584955
2000,435U,43,2.9817336433078716,6.260132683247043
2000,436U,37,12.3003003003003,19.037125145420482
2000,437U,32,6.7374174447734,11.56557769503407
2000,438U,38,2.0778369665637952,4.652598379092472
2000,439U,33,1.5840134104602646,2.674508837769583
2000,470U,35,7.901922645320567,13.522251670190988
2000,474U,47,15.553110027629943,22.28060219315437
2000,478U,27,9.456154551832064,12.711589223137642
2000,479U,35,13.637407824633565,18.994714178707117
2000,480U,33,5.106451493180503,10.71657594754346
2000,481U,26,3.980218911652001,6.223099717842382
2000,487U,43,10.24091030313806,17.07962706380275
2000,490U,35,15.38990111388904,21.39605006536551
2000,491H,37,13.950124001102234,19.33772295412007
2000,492U,46,14.67112213113788,23.057862510633324
2000,399U,41,1.1788828290180542,1.6737728787024972
2000,429U,54,2.7546802555179926,7.410646353529161
2000,462U,45,13.669457234547231,23.052792519975053
2000,463U,23,1.582479016078487,2.832600029197352
2000,464U,35,1.2871577634224876,1.9591160532632241
2000,466U,36,2.6720090023224072,6.332295487152895
2000,467U,34,8.007850063781765,13.534940886460785
2000,469U,34,4.743864272772196,10.39164959758224
2000,472U,42,8.287686651159305,14.677449994398792
2000,473U,33,1.920475185346707,3.491996209539583
2000,482U,49,18.542283803153378,26.120827357565748
2000,524U,33,6.858486867894944,12.477206112078544
2000,377U,34,10.831095022624433,15.81391819832317
2000,392U,50,12.083756345177665,20.974522515601542
2000,459U,36,10.014307631946142,15.459689335733898
2000,484U,40,9.570324254820623,15.900387285235153
2000,485U,30,6.551056338028169,10.989339510177327
2004,010U,45,10.110718934062785,16.360982163897337
2004,011U,46,9.450527373179304,15.697060690402097
2004,012U,44,9.495377647528978,16.709698402198075
2004,013U,48,6.230468942538027,11.922534077263624
2004,014U,43,11.743050209562917,18.32606913272708
2004,015U,47,6.107405247813411,12.135897664954694
2004,016U,38,8.628387740397935,14.2922674822403
2004,020U,47,7.655152651063368,13.980774950338052
2004,028U,53,1.8653719943769964,3.336795547018274
2004,029H,34,9.069642439822385,16.00378342947773
2004,029U,36,8.164269299514855,12.549424068502942
2004,030U,50,10.100363040168638,16.19675884567974
2004,031U,54,4.2370700417249045,8.942835042346484
2004,032U,43,7.868664592604263,14.113268191431262
2004,033U,41,8.66531303527781,13.695786822322402
2004,034U,59,9.040042682525959,16.83259356916617
2004,035U,57,6.394993570948067,10.913553235319208
2004,043U,54,5.729376639440405,10.84793265328681
2004,178H,28,10.307671455679053,14.46764861340183
2004,063U,29,6.577536358857545,11.414742124231248
2004,064U,37,10.721743474459846,16.475580532980125
2004,065U,28,4.821441149538633,9.482448438344358
2004,066U,39,5.664510847318871,11.449472729286503
2004,067U,34,8.82477859565602,11.751631188625572
2004,068U,43,4.565057133679042,8.91159493207335
2004,069U,50,9.588289997396117,15.05340127684703
2004,070U,61,9.535582180765523,16.050187963050558
2004,071U,47,4.667217665221593,9.800596982235522
2004,072U,44,8.959784287688679,15.53975560670184
2004,074U,40,7.674654000028275,12.141085148391092
2004,075U,36,4.409450944038301,8.92343138987085
2004,077U,49,8.039725626044842,15.312629328952411
2004,192U,60,2.589060616374087,5.841829803562411
2004,193U,63,4.544876358706423,7.317229113427096
2004,194U,44,3.713182024455593,6.550569062797314
2004,195U,38,3.407837798757887,6.870994235335488
2004,196U,56,7.138002341808122,15.423313172911186
2004,197U,61,2.41682331211568,5.507925650605515
2004,198U,42,3.637459247081116,6.564705973579144
2004,200U,55,14.890056738908005,23.653284249701723
2004,201U,51,3.3470167405285025,7.239033645558667
2004,202U,48,11.009065400388517,19.37283653502386
2004,203U,45,12.17951148377689,17.59947274533449
2004,204U,52,6.254391962853221,15.563073768240129
2004,205U,50,13.432017543859653,21.71739335166978
2004,226U,42,4.25714997777209,7.816661587343721
2004,079U,43,7.7871090200512905,13.26653123036619
2004,083U,47,7.545314028565841,13.219840479988148
2004,085U,36,16.719069439548832,22.566289533583724
2004,086U,44,4.747203678519377,8.348089958395066
2004,087U,46,12.217644207464849,20.752544752202965
2004,088U,50,10.432937749229923,16.415498866491557
2004,107U,46,13.51168831168831,20.75736226378946
2004,112U,49,12.938903956439832,19.28519822733559
2004,115U,46,1.6222065843369387,2.7507949096769027
2004,118U,50,11.208293439862654,18.543565037351502
2004,119U,58,7.790652803480348,12.53039391302862
2004,120U,44,7.801464413886792,12.665086028525844
2004,140U,42,9.548966144058166,16.663382408950223
2004,147U,41,10.14244969101569,16.714669938166114
2004,235U,50,9.910675029748095,18.699552452490703
2004,246U,58,8.370928598799336,14.801437367497899
2004,250U,53,7.50268735422371,15.06689224223938
2004,251U,49,9.273646209386284,15.324630971039548
2004,273U,28,5.959796252501362,11.455064493321222
2004,285U,38,4.390898974288013,8.24961909724535
2004,288H,42,6.436949749424352,12.871150114002
2004,292U,24,9.804925469863901,13.746761114950814
2004,299U,44,4.839261493699591,9.076379281101643
2004,302U,39,7.225087108013937,12.743590782314397
2004,017U,46,7.762975262911393,17.295827518814036
2004,018U,41,7.644800197538995,13.861007199694978
2004,022H,36,9.540583323439787,15.021112036793426
2004,023U,44,6.09676595472975,12.679580834026078
2004,026U,37,7.965138585698219,15.176001543852474
2004,039U,38,7.642584986887032,14.184047745092572
2004,040H,31,8.61001164144354,14.832577297408367
2004,041U,40,6.762530322821423,12.886510156938105
2004,042U,52,18.60274272375812,26.89874787843904
2004,184U,33,3.996154475535919,8.802877391840012
2004,186U,48,16.866198777450744,24.03272279140485
2004,187U,40,6.802282409035842,12.01381599942949
2004,219U,36,8.114167436450101,13.898566450480649
2004,220U,37,8.247072798235195,13.689719384647072
2004,221U,34,9.880561625366122,14.315615517386625
2004,222U,33,1.7355905422006626,2.4029702254350993
2004,223U,35,8.542028184581373,13.103224325677559
2004,224U,42,7.678231802201603,14.209777056312822
2004,225U,49,13.603393559852748,21.321097595101968
2004,076U,42,6.913869842415491,10.66391789167798
2004,227U,34,8.485985936416755,13.087259848467031
2004,003U,14,9.483870967741934,11.349824442574247
2004,084U,36,10.675088827477303,16.08412683572938
2004,091U,25,7.0217724624348365,11.528500784339894
2004,092U,38,9.087482159348497,16.636207559341955
2004,099U,50,5.011451492490099,8.203550930173545
2004,100U,35,1.2197302563329027,1.7768751773734948
2004,101U,43,6.455402177465994,13.092521850689813
2004,103U,38,12.044779253504114,18.291085052756877
2004,104U,38,10.012777896374006,14.962842793590795
2004,105U,34,16.336651147856813,21.273185196012374
2004,108U,33,8.264704097116844,13.083166950995551
2004,110U,28,2.2852317047557915,4.583661488864502
2004,130U,33,2.901708764307253,6.347746326404238
2004,132U,32,8.37323732845956,12.142976797383117
2004,133U,39,9.761701488050509,14.520508801167473
2004,134H,12,3.1933471933471926,5.1347909379427525
2004,134U,27,8.11078286558346,11.95351873585872
2004,144U,38,11.804638472032742,17.220205249504524
2004,145U,27,11.632805219012111,16.276085241378283
2004,148U,40,8.501811594202902,15.658346737481214
2004,150U,33,7.401133947554928,13.478519366404317
2004,157U,38,11.641060137225882,16.603950874554712
2004,158U,37,10.364187729390633,14.886037078417534
2004,159U,34,12.621233385618753,18.606429558159356
2004,162U,41,16.327160493827147,22.637244900784385
2004,163U,32,10.051942822629355,15.786986691216816
2004,164U,28,10.124401913875598,13.221195364677229
2004,167U,23,6.997745632162312,10.81769287289052
2004,168U,35,6.511896862261828,12.187508164051147
2004,170U,32,9.636363636363638,15.243243833427625
2004,171U,32,10.638036809815944,15.192728686381852
2004,174U,29,8.372853407065644,12.6023792466181
2004,208U,49,2.020721744305578,4.289796607495813
2004,209U,35,2.028963134096132,4.0187815968372185
2004,210U,33,10.251744009705792,15.957200816322455
2004,229U,49,10.560894062287163,18.412103148386
2004,245U,41,3.5699440222391834,6.659122018825511
2004,247H,19,7.4044692737430156,10.58879646794358
2004,248U,23,5.638445523941706,8.734064926094046
2004,249U,39,3.7694911024034736,8.537018089417227
2004,253U,39,6.4278156595344464,11.767005618442065
2004,257U,37,14.741660915573965,19.77038125014284
2004,258U,32,13.26027397260275,17.990534018391195
2004,260U,27,2.673624143665797,5.2599232390775725
2004,261U,31,10.282623329166267,14.830899459542993
2004,262U,30,9.64598442116573,15.203877151373996
2004,263U,37,10.932274615196675,17.833625785186793
2004,267U,25,11.365507306030045,14.947391054337904
2004,268U,33,9.447733082200992,15.411609264753913
2004,269H,31,11.348478532721973,16.20594378819437
2004,273H,28,7.524504591590139,12.062431884648174
2004,274U,34,11.449151720794953,16.041118095528443
2004,280U,27,8.359404096834266,12.600168988189369
2004,283H,11,1.5824414362808643,2.3687347817155477
2004,283U,8,3.249560632688928,4.255594949699226
2004,284H,16,2.196648243893742,3.9839234399057037
2004,287U,35,6.626365291262138,12.57453315596402
2004,288U,22,5.656108597285069,8.758761497336872
2004,293U,33,2.3136156779836874,4.433436007743771
2004,004U,54,8.053717338206615,15.913732372373522
2004,005U,44,18.20752722275081,24.91090328623223
2004,006U,40,10.984983575786023,17.310111247886994
2004,007H,19,4.9827147941026935,8.792817598589341
2004,007U,32,9.79387435725464,14.951861201971626
2004,009U,56,8.480686695278973,15.912112306123966
2004,089U,38,15.80973999174578,22.029842913958625
2004,093U,27,12.117854001759012,15.487422843991506
2004,106U,44,12.016431283219442,19.066509756545095
2004,109U,39,15.175124792013307,20.704811570777583
2004,121U,51,15.4053158897077,22.90849586471806
2004,122U,49,10.103125967192819,18.591783184006903
2004,124U,38,4.2336725619998035,9.559755132359374
2004,126U,43,12.027718198317114,21.595422282594612
2004,127U,44,8.319330966334428,13.938178415401717
2004,129U,47,1.6292868310574857,3.2046069726723596
2004,136H,28,6.036970660500071,9.034962199888545
2004,136U,27,4.748697602208037,8.424989786414164
2004,138U,34,1.4085719304408921,2.530827967259476
2004,139U,44,11.492924142889832,17.629052517929654
2004,141U,46,3.041523345167611,4.935523503290978
2004,142U,46,3.17371115609001,6.2890026594450115
2004,146H,19,14.377245508982032,16.25264166622806
2004,149U,37,6.4095784719608595,11.728766675741364
2004,161U,46,6.997998350492534,13.382797981327291
2004,234U,51,2.072846736906567,4.640559068161553
2004,246H,34,6.877442273534636,14.273245720841677
2004,248H,36,9.371351300941896,14.297373668687097
2004,252U,38,9.60384514090071,15.439522451503633
2004,254U,43,10.514589088397786,18.130361773453643
2004,255U,37,2.937242906866364,6.601476859651945
2004,256U,50,12.513163992673183,20.024404767555318
2004,259U,38,12.138327388030117,17.320010630166735
2004,264U,40,6.785928991505123,10.44892826095714
2004,265U,53,12.949047326367548,20.988725972665335
2004,266U,43,2.7902572926541085,6.640106360423988
2004,269U,22,9.552370452039694,13.289437864087207
2004,275U,29,9.931401242058676,15.746021702985315
2004,284U,28,12.862526168876487,17.448821658618687
2004,297U,30,13.287284144427009,17.926230289290096
2004,300U,43,5.564324196317566,12.190782069217644
2004,305U,43,11.968735297891454,19.060821876067394
2004,306H,41,11.922128174123333,18.208417340985
2004,036U,47,6.008720982633745,11.44598356307279
2004,044U,56,7.334983007119645,13.071169801317465
2004,048U,50,5.352873525628449,8.944460750276965
2004,049U,49,12.859501566424877,19.69961312713682
