YEAR,REGION,SPECIES_CD,density,var,n,nm,N,NM,protected_status
1999,DRY TORT,CRY ROSE,0.05621096460791117,8.444435930215114e-4,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,NIC USTA,0.0,0.0,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SCA COEL,0.0,0.0,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SCA COER,0.18043025676613464,0.011911746715917947,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SCA GUAC,0.021721027064538517,3.599413440377686e-4,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SCA ISER,3.6733546148507985,1.0868852974885481,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SCA SPE.,0.0,0.0,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SCA TAEN,0.0,0.0,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SCA VETU,0.09906315058986814,0.0030160983839506634,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SPA ATOM,0.5082408049965301,0.020582022443792574,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SPA AURO,1.7201769604441361,0.28587301931160297,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SPA CHRY,0.0465822345593338,6.791441146906922e-4,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SPA RADI,0.005898681471200555,3.4776358729173334e-5,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SPA RUBR,0.21521512838306733,0.012415679761584541,24,48,1441.0,326175.6771490434,0
1999,DRY TORT,SPA VIRI,0.7421814712005552,0.03043860302463962,24,48,1441.0,326175.6771490434,0
2000,DRY TORT,CRY ROSE,0.29302567661346285,0.006838474251078126,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SCA COEL,0.09854267869535045,0.009709451063057137,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SCA COER,0.03695350451075642,0.0013484463818600131,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SCA GUAC,0.0,0.0,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SCA ISER,4.286328938237335,1.4111143643074897,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SCA SPE.,0.0,0.0,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SCA TAEN,0.08318875780707843,0.002081140939240823,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SCA VETU,0.020610687022900767,4.2476882509864713e-4,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SPA ATOM,0.8813150589868148,0.1729596264027507,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SPA AURO,1.1411346287300488,0.0718617322645415,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SPA CHRY,0.06556210964607911,0.0019408723510888446,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SPA RADI,0.0,0.0,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SPA RUBR,0.013809854267869535,1.5272603453304366e-4,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SPA VIRI,1.5180495489243582,0.20798040795696812,22,44,1373.0,310783.6257638006,0
2000,DRY TORT,SPA SPE.,0.0,0.0,22,44,1373.0,310783.6257638006,0
2004,DRY TORT,CRY ROSE,0.13583098968796037,0.006164590375518551,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,NIC USTA,0.033164103875232845,0.0010623518979778152,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SCA COEL,0.0,0.0,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SCA COER,0.04896696981871751,0.0013361603401977982,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SCA GUAC,0.011676629695914549,1.1874256600230286e-4,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SCA ISER,5.745577510744245,0.5810655590214868,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SCA SPE.,0.0,0.0,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SCA TAEN,0.2569903535150622,0.007701462180198765,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SCA VETU,0.0018627415172212279,1.15409535773744e-6,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SPA ATOM,1.8858482372946013,0.1653166529397294,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SPA AURO,3.4037258888604813,0.23109529617068292,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SPA CHRY,0.07593411008437123,0.0012935188653756904,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SPA RADI,0.32121536782043014,0.06594220578076547,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SPA RUBR,0.07885808669255837,0.001591784655892203,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SPA VIRI,1.0970624282195196,0.09374492079800452,50,92,1441.0,326175.6771490434,0
2004,DRY TORT,SPA SPE.,0.0,0.0,50,92,1441.0,326175.6771490434,0
2006,DRY TORT,CRY ROSE,0.4404580152671756,0.026167358664245823,35,68,1398.0,316442.46818484575,0
2006,DRY TORT,NIC USTA,0.11249132546842472,0.005163374207597816,35,68,1398.0,316442.46818484575,0
2006,DRY TORT,SCA COEL,0.0011797362942401112,1.3899692869962482e-6,35,68,1398.0,316442.46818484575,0
2006,DRY TORT,SCA COER,0.008258154059680776,2.2250304811971503e-5,35,68,1398.0,316442.46818484575,0
2006,DRY TORT,SCA GUAC,0.0,0.0,35,68,1398.0,316442.46818484575,0
2006,DRY TORT,SCA ISER,3.7735600277585015,0.2210935036137809,35,68,1398.0,316442.46818484575,0
